srcid,Mode,Q1,Q2,Q3,Q4,Q5a,Q5b,Q5c,Q5d,Q5e,Q5f,Q6a,Q6b,Q6c,Q6d,Q7a,Q7b,Q7c,Q7d,Q7e,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q10a,Q10b,Q10c,Q10d,Q12,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q14,Q15,Q16,Q17a,Q17b,Q17c,Q17d,Q17e,Q17f,Q18,Q19a,Q19b,Q19c,Q19d,Q19e,Q19f,Q19g,StateMap,p_gender_sdc,p_age_group_sdc,p_education_sdc,total_time_taken,avg_trust_Q8,Vdisagree_count,disagree_count,neutral_count,agree_count,Vagree_count,opinionated
380,2,2,13,1,1,1,1,1,1,1,1,4,4,4,4,1,2,3,2,1,9,9,8,2,9,4,2,10,2,5,4,1, , , , , , , , , ,-98,-98,-98,-98,2,3,-98,-98,2,4,1,3,4,4,3,1,2,4,3,25.649999999999995,6.625,1,2,0,8,9,T
819,2,4,-98, ,4,3,2,1,1,1,1,3,2,3,3,2,2,1,2,1,6,5,8,1,6,2,3,7,4,4,1,2, , , , , , , , , ,3,3,2,2,1,3,3,3,4,3,2,3,4,4,4,1,1,1,1,7.8,4.75,0,5,3,5,7,F
132,2,4,32,11,1,3,3,2,2,3,2,4,1,5,4,1,1,1,1,1,1,3,1,1,5,1,4,6,2,5,4,2,2,2,2,2,1,1,2,2,1, , , , , , , , , , , , , , , ,5,1,3,2,19.683333333333337,2.75,2,5,0,7,6,F
346,2,3,35,4,4,2,2,2,1,2,2,3,2,3,2,1,2,2,2,2,7,7,8,6,8,7,7,8,2,2,4,4,3,1,1,2,1,2,1,2,3, , , , , , , , , , , , , , , ,2,2,2,1,15.466666666666663,7.25,0,4,3,11,2,F
290,2,5,13,13,101,2,2,2,2,1,1,3,4,1,2,2,2,1,1,1,1,1,5,1,5,5,5,3,4,5,4,1, , , , , , , , , ,1,1,1,3,1,4,2,1,1,1,1,3,1,4,3,3,1,3,2,10.26666666666667,3.25,3,3,1,7,6,F
1100,2,1,11,13,1,1,1,2,2,2,2,3,3,5,3,3,4,4,3,3,9,9,7,3,9,5,7,10,4,4,4,2, , , , , , , , , ,1,1,2,2,1,1,1,3,3,3,4,3,3,4,4,3,2,2,1,10.450000000000005,7.375,2,6,3,5,4,F
1465,2,2,16,16,97,2,2,1,1,1,1,1,1,2,2,2,1,4,3,2,3,2,4,1,1,1,2,5,2,4,2,4,3,2,2,2,1,2,2,3,2, , , , , , , , , , , , , , , ,5,1,3,1,17.849999999999998,2.375,3,5,0,7,5,F
334,2,4,32,96,3,2,2,1,1,2,1,5,1,1,5,2,1,2,3,3,1,2,4,1,5,3,2,7,2,4,5,1, , , , , , , , , ,3,3,4,4,4,4,4,2,3,3,2,3,2,1,3,1,1,2,1,14.96666666666667,3.125,3,4,0,6,7,T
1928,2,2,1,1,3,1,1,1,1,1,2,4,5,4,4,1,1,1,2,1,8,8,3,2,2,4,2,6,1,4,2,2, , , , , , , , , ,3,3,3,3,1,4,3,2,2,2,2,3,2,3,3,3,1,1,1,9.649999999999999,4.375,0,1,0,8,11,T
513,2,4,11,35,101,2,-98,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,2,6,5,3,7,2,2,4,2, , , , , , , , , ,-98,-98,-98,-98,-98,-98,-98,2,2,2,2,-98,-98,2,-98,2,2,4,1,22.199999999999967,4.75,0,6,1,13,0,F
512,2,2,17,30,1,2,2,1,2,2,1,5,5,2,2,1,1,1,1,1,5,5,2,1,5,2,2,5,2,4,2,2,3,1,1,1,1,2,1,2,2, , , , , , , , , , , , , , , ,5,2,3,2,17.016666666666644,3.375,0,3,0,8,9,F
719,2,4,16,96,3,1,1,2,1,1,2,2,2,2,2,4,3,1,4,4,4,4,5,2,3,2,3,6,1,1,1,1,2,1,1,1,1,2,2,3,3, , , , , , , , , , , , , , , ,1,1,1,2,24.583333333333318,3.625,3,6,0,2,9,T
611,2,4,1,4,3,2,2,2,2,2,1,3,3,3,3,1,2,2,1,1,4,6,1,1,3,1,1,4,4,4,4,1,3,1,2,2,1,1,1,3,1, , , , , , , , , , , , , , , ,3,2, ,2,8.98333333333334,2.625,0,4,4,7,5,F
1315,2,4,16,11,101,-99,-99,-99,-99,-99,-99,-98,2,-98,-98,2,2,3,3,2,3,3,3,3,4,3,3,4,4,5,5,2, , , , , , , , , ,2,-98,-98,3,-98,2,-98,2,3,3,3,3,3,3,4,3,2,4,1,20.35,3.25,2,5,0,4,0,F
1108,2,2,-98, ,4,1,1,1,1,1,1,3,4,3,2,2,1,3,3,2,8,8,8,3,8,4,6,9,4,5,5,2, , , , , , , , , ,3,4,2,4,3,3,4,3,3,3,2,3,3,3,4,8,2,1,1,25.783333333333335,6.75,2,4,2,5,7,T
172,2,2,5,28,3,2,2,2,2,2,2,4,4,4,4,3,2,3,3,3,10,7,9,6,10,6,7,9,2,2,2,1, , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,2,8.966666666666669,8.0,0,4,0,15,1,F
570,2,2,36,11,3,1,1,2,1,2,2,-98,-98,3,3,3,2,3,4,3,7,8,7,2,8,7,4,7,2,2,4,4,3,1,1,2,1,2,2,2,2, , , , , , , , , , , , , , , ,2,1,1,1,8.166666666666664,6.25,1,5,2,7,3,F
1230,2,4,19,11,101,2,2,1,2,3,1,4,4,4,3,3,3,2,3,2,4,6,3,2,4,5,2,7,5,5,4,2, , , , , , , , , ,2,2,2,2,2,3,2,2,2,3,2,3,2,3,3,5,1,2,1,7.8000000000000025,4.125,2,6,1,9,2,F
2346,1,2,1,28,3,1,1,1,1,1,1,5,5,5,1,1,1,4,3,1,2,5,8,3,7,3,5,3,5,1,2,1,4,2,2,2,2,2,2,1,1, , , , , , , , , , , , , , , ,3,2,3,2,10.649999999999999,4.5,3,1,0,2,14,T
254,2,4,11,36,3,1,1,2,1,2,2,5,2,3,5,1,1,1,1,1,4,4,1,1,4,4,5,10,1,2,4,1,2,1,1,1,1,2,1,3,3, , , , , , , , , , , , , , , ,3,2,4,1,9.733333333333325,4.125,0,3,1,4,12,T
1255,2,2,1,11,3,3,3,3,2,2,2,4,1,2,1,2,1,2,1,1,5,3,1,1,3,3,1,4,1,4,5,1, , , , , , , , , ,2,2,3,3,1,3,2,2,1,1,1,3,2,4,4,1,1,1,1,9.233333333333329,2.625,3,5,0,7,5,F
327,2,-98,16,11,-98,2,3,1,2,3,2,3,2,2,2,3,3,3,4,2,4,3,1,1,6,1,5,3,2,2,4,4, , , , , , , , , ,1,2,3,3,1,3,1,3,4,3,2,3,4,3,4,8,1,2,1,25.000000000000007,3.0,1,10,1,6,1,F
1906,2,1,1,4,1,1,1,1,1,1,1,4,4,4,5,3,3,3,2,2,9,9,8,6,8,6,9,9,5,5,4,1,4,2,1,2,2,2,2,2,3, , , , , , , , , , , , , , , ,4,1,4,3,8.233333333333343,8.0,2,4,0,5,9,T
2338,1,4,11,1,4,2,2,2,2,2,2,3,3,3,3,2,2,2,2,3,5,5,5,5,5,5,5,5,4,4,4,4,3,1,1,1,1,1,1,3,3, , , , , , , , , , , , , , , ,1,1,3,3,11.633333333333319,5.0,0,6,4,10,0,F
1146,2,4,35,-98,4,2,2,2,1,1,2,1,1,1,2,1,1,2,3,2,3,3,4,2,7,3,2,6,4,4,4,4, , , , , , , , , ,3,3,3,3,3,3,3,1,2,2,1,4,2,1,3,1,2,3,1,12.566666666666672,3.75,3,7,0,6,4,F
699,2,4,96,16,97,4,4,1,1,3,3,1,1,2,2,3,2,1,2,2,3,3,2,1,4,2,3,2,1,2,5,2,2,-98,-98,1,-98,1,2,2,-98, , , , , , , , , , , , , , , ,4,1,3,3,34.9,2.5,5,6,0,5,4,F
421,2,4,11,2,3,3,1,1,1,1,1,3,3,4,4,2,2,3,3,3,8,8,8,1,8,5,1,9,5,5,5,4,2,2,1,2,2,2,2,2,1, , , , , , , , , , , , , , , ,3,1,2,1,11.033333333333319,6.0,3,6,2,4,5,F
1905,2,4,16,1,97,2,2,1,1,2,3,2,2,2,2,2,2,1,4,2,4,4,4,1,6,1,1,4,2,2,4,2,2,2,1,2,1,2,2,3,2, , , , , , , , , , , , , , , ,4,2,4,1,15.23333333333334,3.125,1,7,0,9,3,F
1739,2,1,29,27,1,1,1,2,2,2,1,4,4,3,2,3,4,4,4,4,8,8,7,5,9,6,4,10,4,5,2,4, , , , , , , , , ,4,3,1,3,3,3,3,2,2,3,4,2,3,3,4,3,2,1,1,9.099999999999994,7.125,5,4,1,6,4,F
2197,2,4,1,16,3,1,1,1,1,1,1,1,3,1,1,4,3,2,4,4,3,1,1,1,4,1,1,4,4,4,4,4,2,1,2,2,1,1,1,1,3, , , , , , , , , , , , , , , ,2,1,2,1,7.149999999999997,2.0,6,6,1,1,6,T
744,2,2,16,11,4,2,2,2,2,2,2,3,3,3,2,4,2,4,4,3,8,8,8,6,8,3,5,8,4,4,2,4, , , , , , , , , ,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,8,1,1,3,37.133333333333354,6.75,3,5,3,9,0,F
992,2,2,4,11,3,2,2,1,1,1,2,2,5,2,5,1,1,1,2,1,3,3,3,1,5,2,1,5,1,2,4,2,1,1,2,1,2,2,2,3,2, , , , , , , , , , , , , , , ,1,2,2,2,13.650000000000004,2.875,0,3,0,7,10,T
763,2,2,-99, ,4,2,2,2,2,2,2,2,2,2,2,1,3,2,3,1,5,6,5,2,8,6,4,8,2,2,2,2, , , , , , , , , ,2,2,3,3,2,3,2,2,3,2,1,2,3,3,3,3,1,1,2,8.283333333333339,5.5,0,6,0,12,2,F
981,2,2,13,1,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,4,5,3,5,7,4,6,6,5,5,5,5, , , , , , , , , ,3,2,2,3,2,3,3,2,3,3,3,2,3,2,3,1,2,1,1,3.333333333333333,5.0,4,6,0,10,0,F
2514,2,4,11,35,4,1,1,2,1,1,1,3,3,3,3,3,3,3,3,2,8,8,8,2,9,5,5,8,4,4,5,4,3,2,1,2,2,2,2,2,-98, , , , , , , , , , , , , , , ,5,2,4,1,8.599999999999996,6.625,1,8,4,2,5,F
248,2,2,1,1,1,1,1,1,1,1,2,3,2,2,2,1,2,3,1,1,5,5,6,1,5,3,5,5,4,5,4,5,2,1,2,1,1,1,1,3,1, , , , , , , , , , , , , , , ,2,2,1,1,6.06666666666667,4.375,2,6,1,3,8,T
1560,2,4,11,29,4,1,1,1,1,1,2,1,1,4,4,2,4,3,3,3,6,2,4,1,2,3,7,7,1,4,1,2,2,2,1,2,1,2,2,1,2, , , , , , , , , , , , , , , ,2,1,2,1,6.316666666666666,4.0,3,5,0,5,7,T
1433,2,2,-98, ,-98,2,2,1,1,1,1,3,3,3,4,3,3,4,3,3,8,6,7,4,6,6,6,7,2,2,2,2, , , , , , , , , ,2,2,3,3,2,3,2,3,3,3,-98,3,3,4,3,4,1,2,1,12.58333333333334,6.25,1,4,3,8,4,F
276,2,2,11,37,4,1,1,1,1,1,1,2,3,3,3,2,2,3,3,2,5,6,4,2,6,5,4,7,2,4,4,2,2,2,1,2,2,2,2,2,3, , , , , , , , , , , , , , , ,2,1,2,1,6.983333333333332,4.875,0,5,3,6,6,F
1337,2,2,11,4,3,1,2,1,1,2,1,3,2,3,2,3,2,4,4,3,5,5,6,3,5,5,1,5,4,5,2,4,2,2,1,2,2,2,2,3,3, , , , , , , , , , , , , , , ,2,1,1,1,15.250000000000002,4.375,3,6,2,5,4,F
887,2,1,1,16,1,2,1,3,2,1,1,2,3,3,3,1,1,1,2,2,10,10,9,1,6,2,2,10,1,5,4,1,3,2,1,1,2,2,1,4,2, , , , , , , , , , , , , , , ,2,1,2,1,13.466666666666658,6.25,1,3,3,4,9,T
764,2,2,1,1,1,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,5,5,5,1,5,1,1,5,2,4,2,2,1,2,2,2,2,2,2,4,2, , , , , , , , , , , , , , , ,3,1,3,1,5.783333333333337,3.5,0,1,4,15,0,F
1763,2,2,30,17,3,2,2,2,1,2,1,3,3,3,3,1,2,1,2,1,5,8,6,5,7,5,6,8,4,5,2,4,2,1,1,2,2,1,2,3,3, , , , , , , , , , , , , , , ,2,2,1,2,6.800000000000005,6.25,1,2,4,8,5,F
1785,2,1,-98, ,1,2,2,2,2,2,2,3,3,3,3,3,2,3,3,3,6,6,5,4,6,5,4,6,5,5,5,5,1,2,1,1,2,1,2,4,2, , , , , , , , , , , , , , , ,5,2,2,1,6.446666666666664,5.25,4,4,4,7,1,F
931,2,4,16,-98,101,1,1,1,2,2,1,4,2,3,5,3,3,3,3,3,8,8,10,4,9,6,6,8,5,4,4,2,2,1,2,1,1,1,1,2,1, , , , , , , , , , , , , , , ,4,2,1,1,19.86666666666666,7.375,1,9,1,4,5,F
985,2,2,1,6,-98,2,3,2,2,2,2,4,4,4,4,1,2,2,2,2,8,8,5,4,8,6,6,6,4,4,4,2, , , , , , , , , ,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,1,16.700000000000003,6.375,0,4,0,15,1,F
994,2,2,-99, ,3,2,-99,2,-99,1,-99,3,2,3,2,2,2,1,2,1,5,3,6,5,3,3,4,3,4,4,4,4, , , , , , , , , ,2,2,2,3,3,2,1,-99,-99,1,1,2,-99,3,3,5,1,3,3,24.716666666666637,4.0,0,6,2,6,3,F
1712,2,2,29,1,101,2,2,1,1,1,1,2,3,3,3,2,2,2,2,2,5,6,7,4,7,5,5,7,4,4,4,4, , , , , , , , , ,2,2,2,3,2,3,3,2,3,1,2,2,2,2,3,1,1,1,3,7.066666666666664,5.75,0,5,3,8,4,F
136,2,2,1,11,1,2,2,2,1,1,1,2,2,3,2,1,1,3,3,2,5,6,5,1,5,1,4,7,4,4,4,2,3,1,1,2,1,2,2,2,3, , , , , , , , , , , , , , , ,1,2,2,1,10.399999999999997,4.25,0,8,1,6,5,F
1339,1,5,36,1,3,2,2,2,2,2,2,3,2,1,2,3,3,2,3,3,5,5,5,5,6,5,5,7,4,5,5,5,2,1,1,2,1,1,1,3,3, , , , , , , , , , , , , , , ,1,1,2,3,11.366666666666667,5.375,5,7,1,7,0,F
289,2,4,1,36,3,2,2,2,2,2,2,3,4,3,4,2,2,2,2,2,5,5,5,5,6,6,5,5,2,2,2,2, , , , , , , , , ,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,1,1,3,6.683333333333337,5.25,0,1,2,17,0,F
664,2,2,16,16,3,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,1,1,6,1,5,5,2,2,2,1,4,1,2,1,1,1,1,1,1, , , , , , , , , , , , , , , ,5,1,2,2,5.683333333333329,3.125,4,0,0,7,9,T
2133,2,2,13,19,101,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,4,2,3,1,2,1,1,2,1,2,3, , , , , , , , , , , , , , , ,5,1,2,2,6.666666666666662,1.25,1,4,0,10,5,F
967,2,2,13,16,1,2,1,1,1,1,1,2,4,3,3,3,3,3,3,3,5,5,5,2,5,5,5,5,4,4,4,4,2,1,1,2,2,1,2,3,2, , , , , , , , , , , , , , , ,2,2,2,2,16.000000000000004,4.625,0,10,2,3,5,F
1507,2,5,11,20,4,3,4,1,3,2,2,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,2,2,4,4,2, , , , , , , , , ,3,3,2,4,3,4,4,1,1,1,2,4,2,1,1,1,1,1,1,5.283333333333331,1.125,6,5,0,5,4,T
546,2,4,16,-98,101,1,4,1,1,1,1,1,3,2,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,1,1,1,1,2,2, , , , , , , , , , , , , , , ,5,1,3,3,8.580000000000002,5.0,6,7,2,0,5,T
2521,2,1,17,8,1,2,2,2,1,1,1,3,2,3,3,1,1,2,3,1,5,8,5,5,10,5,3,9,2,2,4,2,3,2,1,2,2,1,2,2,3, , , , , , , , , , , , , , , ,5,2,4,1,9.483333333333329,6.25,0,3,3,7,7,F
2496,2,1,11,1,3,2,2,1,2,2,1,4,4,2,4,1,1,1,2,1,6,6,5,1,7,4,3,7,1,4,4,1, , , , , , , , , ,2,3,3,3,2,3,1,3,2,2,3,2,3,2,3,1,2,2,1,10.883333333333326,4.875,0,3,0,8,9,F
76,2,2,1,16,3,2,2,2,2,2,3,3,3,3,3,3,3,1,3,3,5,5,5,5,5,5,2,6,4,5,4,2, , , , , , , , , ,1,1,1,1,1,1,1,3,3,3,3,2,3,4,3,2,1,2,1,5.8833333333333355,4.75,1,7,4,7,1,F
2500,2,5,13,1,3,2,2,2,2,2,2,5,4,4,3,2,2,2,2,2,5,7,7,1,7,1,2,8,4,4,4,4, , , , , , , , , ,1,3,2,3,2,3,-98,2,2,3,2,3,2,2,2,2,2,2,2,12.11666666666667,4.75,1,4,1,13,1,F
1033,2,4,36,11,1,2,2,2,2,3,2,2,2,3,2,3,2,2,2,1,5,5,7,4,4,4,4,5,2,2,4,2, , , , , , , , , ,1,2,1,2,2,4,3,2,1,1,2,3,4,4,3,2,2,1,1,10.600000000000007,4.75,0,7,1,11,1,F
645,2,2,1,4,-98,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2, , , , , , , , , ,-98,3,3,-98,-98,-98,3,-98,-98,-98,2,3,-98,-98,-98,2,2,4,2,9.16666666666667,2.0,0,2,4,14,0,F
476,2,4,16,37,4,2,2,2,3,3,2,1,2,1,3,1,3,2,2,1,3,3,2,1,4,4,1,3,1,1,4,1, , , , , , , , , ,3,3,3,3,3,3,3,-98,-98,-98,-98,-98,-98,-98,-98,1,1,1,1,7.4333333333333265,2.625,2,6,1,6,5,F
1391,2,4,37,6,-98,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,7,7,4,5,7,5,7,7,4,4,4,4, , , , , , , , , ,2,3,2,3,2,2,3,3,2,3,2,3,3,3,3,2,2,3,1,11.06666666666667,6.125,0,10,4,0,6,F
1104,1,1,17,5,1,1,1,1,1,1,1,5,1,5,4,4,4,4,4,4,10,10,10,5,10,10,8,10,1,1,1,1, , , , , , , , , ,1,1,1,1,1,4,1,1,1,1,1,4,4,4,4,6,2,4,2,14.999999999999996,9.125,6,0,0,1,13,T
1784,2,2,16,13,3,1,1,1,1,1,1,3,2,4,4,2,2,3,2,2,7,7,2,2,5,2,2,8,1,2,2,2, , , , , , , , , ,2,2,2,3,1,3,3,3,3,3,2,3,4,4,3,1,2,3,2,15.116666666666667,4.375,0,2,1,10,7,F
1896,2,2,-98, ,3,2,2,1,1,1,1,2,3,3,3,2,3,3,2,2,8,6,8,3,6,4,2,8,2,4,2,4, , , , , , , , , ,2,2,3,3,1,3,2,2,2,3,1,4,3,3,4,3,2,1,1,9.700000000000003,5.625,0,5,3,8,4,F
2150,2,5,1,2,4,2,2,3,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,3,1,1,2,2,2,2,3,2, , , , , , , , , , , , , , , ,1,2,2,1,7.699999999999995,1.375,7,5,0,3,5,T
912,2,5,16,16,4,3,3,3,3,2,2,2,5,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,4,1, , , , , , , , , ,4,3,3,4,3,3,3,3,3,3,1,3,3,3,3,1,1,4,1,22.883333333333344,1.375,3,6,0,5,6,F
723,2,4,1,29,101,2,3,2,2,2,3,3,2,3,2,3,2,3,3,2,6,7,6,1,6,3,6,6,2,5,4,2, , , , , , , , , ,3,3,3,4,3,4,3,2,2,2,2,3,3,3,3,8,1,1,3,10.133333333333342,5.125,1,9,2,8,0,F
1364,2,2,30,17,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,1,1,1,1,3,3, , , , , , , , , , , , , , , ,2,1,1,1,3.1500000000000004,5.0,4,11,4,1,0,F
1296,2,2,16,28,3,2,4,2,1,1,1,2,3,3,2,1,1,1,1,1,5,5,5,1,1,1,1,5,2,2,2,1, , , , , , , , , ,2,2,2,3,2,2,2,3,3,2,2,2,2,3,3,1,1,4,3,15.233333333333343,3.0,1,2,2,6,9,T
624,2,1,11,37,3,2,2,2,2,2,2,2,2,2,3,2,1,1,2,1,5,6,8,5,7,8,7,7,4,4,4,2, , , , , , , , , ,3,3,3,3,4,4,4,3,3,3,2,4,2,2,3,2,1,4,1,13.099999999999989,6.625,0,6,1,9,4,F
2495,1,5,13,29,101,2,1,2,2,1,1,4,2,3,3,3,1,4,3,3,5,5,1,2,2,2,5,5,4,4,4,2, , , , , , , , , ,2,2,3,2,2,4,2,2,2,2,2,2,2,3,3,1,1,2,2,14.183333333333332,3.375,2,7,2,5,4,F
75,2,2,13,16,4,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,4,4,4,1,5,1,2,5,2,2,2,1, , , , , , , , , ,3,3,3,3,2,3,2,3,3,3,2,3,3,3,3,4,2,3,3,9.016666666666664,3.25,1,4,0,14,1,F
424,2,2,20,100,1,1,1,1,1,1,1,2,4,4,4,1,4,2,3,3,10,10,10,7,10,6,10,8,5,5,5,5, , , , , , , , , ,2,3,2,4,1,4,1,4,4,4,4,4,4,4,4,2,1,3,1,7.483333333333336,8.875,5,3,0,5,7,T
1467,2,4,16,1,3,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,3,1,2,1,5,1,1,6,1,1,1,1, , , , , , , , , ,4,3,3,3,3,3,4,2,3,2,2,3,1,1,1,5,1,3,1,13.666666666666663,2.5,3,2,0,4,11,T
1771,2,2,1,13,1,4,4,2,1,1,1,3,3,2,2,1,1,2,1,2,4,4,6,2,3,3,2,5,2,4,4,2, , , , , , , , , ,3,3,2,3,3,3,3,2,2,2,2,3,3,3,3,3,2,3,2,32.633333333333326,3.625,2,4,2,6,6,F
1781,2,2,11,16,97,1,1,2,1,2,2,2,3,3,4,3,2,4,3,1,8,6,3,1,7,4,2,9,2,4,4,2, , , , , , , , , ,3,3,3,3,3,3,3,3,3,3,1,3,3,2,4,3,2,2,3,7.516666666666668,5.0,1,5,2,8,4,F
358,2,4,34,17,1,3,3,2,3,3,2,4,4,4,3,2,3,3,2,3,8,8,5,4,6,4,3,8,2,2,4,2, , , , , , , , , ,1,1,2,1,1,3,1,3,2,3,2,3,4,4,3,2,2,2,2,24.366666666666656,5.75,0,9,1,10,0,F
1982,2,2,11,4,3,3,3,2,2,2,1,4,4,2,2,2,1,3,2,1,9,7,7,5,8,5,5,9,1,2,1,1, , , , , , , , , ,3,3,3,4,4,4,3,2,3,2,2,3,3,3,3,1,1,1,2,12.05000000000001,6.875,0,5,0,9,6,F
1566,1,4,96,17,101,4,4,4,4,4,2,2,2,1,1,1,1,1,1,1,4,2,3,1,3,2,5,1,2,2,2,1, , , , , , , , , ,3,3,4,4,2,4,4,3,4,2,2,4,3,3,3,2,1,1,2,13.399999999999993,2.625,7,3,0,4,6,T
1245,2,2,6,1,1,3,3,2,2,1,2,2,2,2,4,2,1,1,1,1,6,5,6,6,5,5,4,6,4,4,4,4, , , , , , , , , ,3,2,2,3,3,3,2,2,2,2,2,3,2,2,3,5,2,1,1,5.866666666666664,5.375,0,9,0,6,5,F
106,2,4,16,96,3,2,2,2,2,1,1,2,3,2,2,2,2,2,2,2,1,1,4,1,8,1,2,8,4,4,2,4, , , , , , , , , ,2,1,1,3,2,3,2,2,2,3,1,3,-98,2,3,1,1,3,3,11.949999999999994,3.25,0,7,1,10,2,F
1385,2,5,16,11,3,2,2,1,1,1,2,2,1,1,3,3,2,2,3,1,1,3,4,1,4,2,1,4,1,2,4,2, , , , , , , , , ,4,4,2,4,4,4,3,4,3,2,1,4,1,1,4,3,1,3,1,19.099999999999998,2.5,3,4,1,7,5,F
2547,2,2,11,17,4,1,1,1,1,1,1,2,2,4,4,3,2,3,3,3,6,6,6,2,8,3,3,8,4,4,4,4,2,1,1,2,1,2,2,3,3, , , , , , , , , , , , , , , ,5,2,1,1,4.7,5.25,0,10,0,4,6,F
975,2,2,13,11,101,1,1,1,1,1,1,5,5,5,5,2,4,3,3,3,8,8,7,9,8,7,8,9,4,4,2,4, , , , , , , , , ,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,3,2,8.066666666666666,8.0,1,6,0,3,10,T
1333,2,4,11,34,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,2, , , , , , , , , ,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,1,1,3,1,19.183333333333337,1.0,9,4,0,2,5,T
696,2,4,5,6,4,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,3,6,1,6,2,5,1,2,5,2,2,3,2,1,2,1,2,2,2,3, , , , , , , , , , , , , , , ,2,2,2,1,13.316666666666666,3.125,5,1,0,7,7,T
1901,2,1,11,1,3,2,1,1,2,1,1,4,4,4,2,1,1,4,3,1,7,7,4,1,6,1,1,9,2,4,4,2, , , , , , , , , ,2,2,2,2,1,3,3,2,2,3,1,4,3,1,4,1,2,2,3,9.350000000000001,4.5,1,4,0,7,8,F
1877,2,4,11,6,4,1,2,3,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,3,3,1,2,1,1,1,1, , , , , , , , , ,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,2,2,1,7.0166666666666675,1.75,4,2,0,4,10,T
891,2,2,13,20,1,2,2,2,2,2,1,2,2,1,2,1,1,2,2,1,2,2,1,1,2,1,2,3,4,4,2,4,2,1,2,1,1,1,1,2,-98, , , , , , , , , , , , , , , ,1,1,3,3,8.533333333333328,1.75,1,6,0,9,4,F
1313,2,4,11,17,4,2,3,2,2,3,2,3,3,3,3,2,3,4,3,2,5,6,2,1,7,2,4,7,2,2,1,4,2,1,1,1,2,1,1,2,3, , , , , , , , , , , , , , , ,2,1,1,2,7.899999999999992,4.25,1,6,4,8,1,F
712,2,4,11,36,4,2,2,2,2,2,2,2,3,4,4,4,3,3,4,3,7,7,8,6,8,5,5,8,2,4,4,4, , , , , , , , , ,4,3,2,4,3,3,3,2,2,3,2,4,3,1,3,1,2,1,3,5.449999999999998,6.75,2,8,1,9,0,F
991,2,2,4,1,3,1,2,2,2,3,3,4,4,4,4,3,3,3,3,2,6,6,6,3,6,7,7,9,5,4,4,4,2,2,1,2,2,1,2,2,2, , , , , , , , , , , , , , , ,2,2,2,1,10.08,6.25,1,9,0,9,1,F
554,2,4,20,5,4,2,2,2,1,2,3,2,1,2,2,1,2,1,3,1,4,5,7,6,10,6,9,10,2,4,4,5,3,2,2,1,1,1,2,1,1, , , , , , , , , , , , , , , ,1,2,2,1,5.416666666666665,7.125,2,8,0,6,4,F
1552,1,5,11,1,4,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,2,3,2,4,7,2,1,3,5,5,5,1, , , , , , , , , ,3,3,2,4,1,4,4,1,1,1,4,3,1,1,1,4,1,3,2,14.616666666666669,3.0,6,2,0,3,9,T
947,2,4,11,16,3,3,3,2,2,2,2,3,3,4,3,1,2,2,1,1,9,9,4,5,7,4,4,9,4,4,4,2,2,1,1,2,2,2,2,3,2, , , , , , , , , , , , , , , ,1,1,3,2,7.966666666666673,6.375,0,6,3,8,3,F
1824,2,4,36,20,-98,2,3,2,1,2,2,3,1,1,2,1,1,1,1,1,6,6,2,1,3,2,2,5,4,4,4,2,1,1,2,1,1,1,1,4,1, , , , , , , , , , , , , , , ,3,2,4,3,25.78333333333334,3.375,2,6,1,5,6,F
